Name,Date,Duration,Where,Category,Genres,Country,Venue,Visitors,Price(s.f.),Total_revenue
Der Detze Rockt,2020-06-19,3,outdoor,Metal,"Metal
Rock",Rhineland-Palatinate,"Daun- Rengen, DE 54550",,,
Graspop Metal Meeting,2020-06-19,3,outdoor,Metal,"Gothic
Hardcore(Metal)
Metal
Punk
Rock",Belgium,"Dessel, BE 2480",200000,,
Hellfest Open Air,2020-06-19,3,outdoor,Metal,"Hardcore(Metal)
Metal
Punk",France,"Clisson, FR 44190",115000,,
Protzen Open Air,2020-06-19,3,outdoor,Metal,Metal,Brandenburg,"Protzen, DE 16833",1000,,
S T A M P Festival,2020-06-19,3,outdoor,Art&cultureFestivals,Art&culture,Hamburg,"Altona Ottenser Hauptstraße1 Hamburg, DE 22765",200000,0.0,0.0
Brökenfest,2020-06-19,2,outdoor,Rock,"Blues
Country
Punk
Rock
Rockabilly",Schleswig-Holstein,"Flugplatz Hungriger Wolf Towerstrasse22 Hohenlockstedt, DE 25551",,,
Rock The Hill Festival,2020-06-19,3,outdoor,Conventions,"Hip-Hop
Pop
Punk
Rock
Sports",Bavaria,"Geisskopf Unterbreitenau3 Bischofmais, DE 94253",,,
Pinkpop Festival,2020-06-19,3,outdoor,Mixed,"Electro
Pop
Rock",Netherlands,"Ehemalige Trabrennbahn Hofstraat13-15 Landgraaf, NL 6372 XC",70000,,
Fortland Festival,2020-06-19,2,outdoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
House",Baden-Württemberg,"Arena Hohenlohe Justus-von- Liebig- Straße1 Ilshofen, DE 74532",10000,34.9,349000.0
Rocking Rittergut,2020-06-20,1,indoor,Rock,"Pop
Rock",LowerSaxony,"Rittergut Veltheim Am Gute1 Veltheim( Ohe), DE 38173",800,,
Fusion Festival,2020-06-24,5,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Mecklenburg-Western-Pomerania,"Flugplatz Lärz Fluplatz Lärz, DE 17248",70000,,
Glastonbury Festival,2020-06-24,5,outdoor,Mixed,"Electro
Hip-Hop
Art&culture
Pop
Rock",UnitedKingdom,"Worthy Farm Cock Mill Ln Pilton, GBB A44 BY",150000,289.0,43350000.0
Summernight Festival,2020-06-25,3,outdoor,Mixed,"Hip-Hop
Jazz
Art&culture
Pop",Baden-Württemberg,"Claus- Graf- Stauffenberg- Straße15 Laupheim, DE 88471",2500,,
Provinssirock Festival,2020-06-25,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Rock",Finland,"Festparkvon Törnäväsaari Törnavantie20 Seinäjoki, FI 60200",81000,,
Jera On Air Festival,2020-06-25,4,outdoor,Rock,"Hardcore(Metal)
Metal
Punk",Netherlands,"Agrobaan15 Ysselstein, NL 5813 EB",10000,,
Jazz Ascona Festival,2020-06-25,10,outdoor,Jazz,"Africa
Funk
Jazz",Switzerland,"Ascona, CH 6600",,,
Let The Bad Times Roll Open Air,2020-06-26,2,outdoor,Mixed,"Metal
Punk
Rock
Rockabilly
Ska",LowerSaxony,"Alte Kreisstr.1 Krummhörn– Manslagt, DE 26736",1000,,
Full Force Festival,2020-06-26,3,outdoor,Metal,"Crossover
Germanrock
Hardcore(Metal)
Metal
Punk
Rock",Saxony-Anhalt,"Ferropolis Ferropolisstraße1 Gräfenhainichen, DE 06773",25000,109.95,2748750.0
Trucker& Country Festival Schweiz,2020-06-26,3,outdoor,Country,Country,Switzerland,"Interlaken, CH 3800",,92.0,
Rock Am Härtsfeldsee Festival,2020-06-26,2,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Härtsfeldsee Dischingen, DE 89561",8000,,
Tuska Open Air,2020-06-26,3,outdoor,Metal,"Metal
Rock",Finland,"Koksikatu Helsinki, FI 00540",34000,,
Hörnerfest,2020-06-26,2,outdoor,Medieval,"Folk
Metal
Medieval
Rock",Schleswig-Holstein,"Schierenhöh(e)13 Brande- Hörnerkirchen, DE 25364",,,
Hamburg Harley Days,2020-06-26,3,outdoor,Conventions,"Germanrock
Metal
Rock",Hamburg,"Großmarkt Hamburg Großmarkt Hamburg, DE 20097",500000,0.0,0.0
Hammerfest( I T),2020-06-26,3,outdoor,Metal,Metal,Italy,"Festplatz Altrei Altrei, IT 39040",,0.0,
Feuertanz Festival,2020-06-26,2,outdoor,Medieval,"Folk
Irish
Metal
Medieval",Bavaria,"Burg Abenbergbei Nürnberg Abenberg, DE 91183",5000,,
Electrifinity Festival,2020-06-26,3,outdoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
House",Bavaria,"ehem. U S- Kaserne Bad Aibling Dillinger Straße20a Bad Aibling, DE 83043",,39.0,
La Fiesta Festival( Pfalz),2020-06-26,1,outdoor,Schlagermusic,Schlagermusic,Rhineland-Palatinate,"Neuer Messeplatz Landau- City Beach Marie- Curie- Straße Landau, DE 76829",6000,24.95,149700.0
Schlossberg Festival Punk& Ska,2020-06-27,1,outdoor,Punk,"Punk
Ska",Baden-Württemberg,"Freihlichtbühne Schlossberg Unterkirnach, DE 78089",700,7.0,4900.0
Vainstream Rockfest,2020-06-27,1,outdoor,Rock,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",Northrhine-Westphalia,"Am Hawerkamp Münster, DE 48155",10000,64.9,649000.0
Roskilde Festival,2020-06-27,8,outdoor,Mixed,"Electro
Hip-Hop
Metal
Pop
Rock",Denmark,"Darupvej19 Roskilde, DK 4000",115000,,
Tropical Beach Festival,2020-06-27,1,outdoor,Electronicmusic,"Dance
Disco
Electro
House",Rhineland-Palatinate,"Neuer Messplatz Landau- City Beach Marie- Curie- Straße Landau, DE 76829",6500,24.95,162175.0
Rockharz Festival,2020-07-01,4,outdoor,Metal,"Germanrock
Gothic
Metal
Punk
Rock",Saxony-Anhalt,"Flugplatz Ballenstedt Ballenstedt, DE 06493",17000,118.8,2019600.0
Resurrection Festival,2020-07-01,4,outdoor,Metal,"Hardcore(Metal)
Metal",Spain,"Av Ramón Canosa Vivero, ES 27850",33000,,
Symbolic Open Air,2020-07-01,4,outdoor,Metal,Metal,CzechRepublic,"Burovce- Topolna Topolna500 Topolna, CZ 68711",1000,38.0,38000.0
Classic Open Air,2020-07-02,5,outdoor,Classicalmusic,Classicalmusic,Berlin,"Gendarmenmarkt Berlin, DE 10117",18000,,
Rock Werchter,2020-07-02,4,outdoor,Mixed,"Crossover
Electro
Folk
Hip-Hop
Metal
Pop
Punk
Rock",Belgium,"Werchter Festivalpark Haachtsesteenweg13-9 Werchter, BE 3118",140000,,
Under The Black Sun Festival,2020-07-02,3,outdoor,Metal,Metal,Brandenburg,"Freilichtbühne Friesack Friesack, DE 14662",1000,70.0,70000.0
Heide Witzka Festival,2020-07-02,4,outdoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
House",Thuringia,"Lange Heide Hildburghausen, DE 98646",5000,,
The Summerjam Festival,2020-07-03,3,outdoor,Reggae,"Hip-Hop
Reggae",Northrhine-Westphalia,"Fühlinger See Regattainsel Oranjehofstraße Köln, DE 50769",30000,129.0,3870000.0
Summertime Festival,2020-07-03,2,outdoor,Mixed,"Electro
Pop
Rock",LowerSaxony,"Seeliger Park Schulwall1 Wolfenbüttel, DE 38300",,,
Ruisrock Festival,2020-07-03,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Finland,"Kansanpuistontie76 Turku, FI 20100",105000,190.0,19950000.0
Down The Rabbit Hole Festival,2020-07-03,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Punk
Rock",Netherlands,"De Groene Heuvels Ficarystraat9 Ewijk, NL 6644 KR",35000,,
Lovely Days Festival,2020-07-03,2,outdoor,Rock,Rock,Austria,"Schlosspark Esterhazyplatz1 Eisenstadt, AT 7000",20000,71.9,1438000.0
Pfeffelbach Open Air,2020-07-03,2,outdoor,Rock,"Germanrock
Metal
Punk
Rock",Rhineland-Palatinate,"Kuseler Str.9 Pfeffelbach, DE 66871",,70.7,
Ieperfest,2020-07-03,3,indoor,Metal,Hardcore(Metal),Belgium,"Poperingseweg Ieper, BE 8900",,,
Harry`sfull Metal Party,2020-07-03,2,outdoor,Rock,"Metal
Rock",Baden-Württemberg,"Sportgelände Seewald Besenfeld, DE 72297",500,,
Ruhrpott Rodeo,2020-07-03,3,indoor,Punk,"Hardcore(Metal)
Metal
Rock",Northrhine-Westphalia,"Langer Weg Hünxe, DE 46569",6000,89.64,537840.0
Woodbunge Festival,2020-07-03,3,outdoor,Mixed,"Crossover
Electro
Hardcore(Metal)
Metal
Punk
Rock
Other",Schleswig-Holstein,"Andrejs Garten Karksiek3 Holzbunge, DE 24361",400,30.0,12000.0
Wolfweez Open Air Festival,2020-07-03,3,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Epfendorfer Weg Dietingen, DE 78661",,46.5,
Rock For Tolerance Open Air,2020-07-03,2,outdoor,Rock,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",LowerSaxony,"Tanzwerder, Hann. Münden Tanzwerder1 Hann. Münden, DE 34346",2000,0.0,0.0
Ruhrin Love,2020-07-04,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Northrhine-Westphalia,"Olga Park Oberhausen, DE 46117",36000,,
Los Krachos Benefiz Metal Open Air,2020-07-04,1,outdoor,Metal,"Metal
Rock
Folkmusic",Thuringia,"Sportplatz Falken Kahnstraße7 Falken, DE 99830",,,
Groove Quake Festival,2020-07-04,1,outdoor,Mixed,"Blues
Electro
Funk
Jazz",Austria,"Schlosspark Esterhazyplatz1 Eisenstadt, AT 7000",,,
Open Air Seedorf,2020-07-04,1,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",LowerSaxony,"Barumer Weg Bad Bevensen/ OT Seedorf, DE 29549",700,,
Summer Sensation Beachfestival,2020-07-04,1,outdoor,Electronicmusic,"Dance
Electro
House",LowerSaxony,"Strand Houseam Weichelsee Bremer Str.48 Rotenburg( Wümme), DE 27356",1500,,
Kleines Festim Großen Garten,2020-07-07,20,outdoor,Art&cultureFestivals,"Comedy
Art&culture
Reading",LowerSaxony,"Großer Garten( Schloss Herrenhausen) Herrenhäuser Str.4 Hannover, DE 30419",,,
Airbeat One Festival,2020-07-08,5,outdoor,Electronicmusic,"Dance
Electro
House",Mecklenburg-Western-Pomerania,"Flugplatz Neustadt- Glewe Flugpl.1 Neustadt- Glewe, DE 19306",65000,109.0,7085000.0
splash! Festival,2020-07-09,3,outdoor,Hip-Hop,Hip-Hop,Saxony-Anhalt,"Ferropolis Ferropolisstraße1 Gräfenhainichen, DE 06773",30000,,
Electric Love Festival,2020-07-09,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Austria,"Der Salzburgring Salzburgring1 Plainfeld, AT 5325",180000,,
Sunstorm Open Air,2020-07-09,4,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Baden-Württemberg,"Im Gräfenbrunnen1 Nordheim, DE 74226",2000,,
Ottawa Bluesfest,2020-07-09,11,outdoor,Mixed,"Blues
Hip-Hop
Pop
Rock",Canada,"Le Breton Flats Ottawa, Ontario, CA K0 A",100000,,
Masters Of Rock,2020-07-09,4,outdoor,Metal,"Metal
Rock",CzechRepublic,"Razov472 Vizovice, CZ 76312",30000,,
Dong Open Air,2020-07-09,3,outdoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Halde Norddeutschland( Dongberg) Geldernsche Str. Neukirchen- Vluyn, DE 47506",,,
In Flammen Open Air,2020-07-09,4,outdoor,Metal,"Metal
Rock",Saxony,"Entenfang Torgau Entenfang1 Torgau, DE 04860",1500,,
Mad Cool Festival,2020-07-09,3,outdoor,Mixed,"Electro
Pop
Punk
Rock",Spain,"Calle Prov Parque Valdebebas5,51 Madrid, ES 28055",80000,,
Field Invasion Festival,2020-07-09,3,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Baden-Württemberg,"Wiesengelände Müllerhof Hauptstraße46 Urbach, DE 56317",700,23.5,16450.0
A R E A53 Festival,2020-07-09,3,outdoor,Metal,"Metal
Medieval",Austria,"VAZ S- Schladnitz Leoben Schladnitzstraße53 Leoben, AT 8700",,90.0,
Stonedfromthe Underground Festival,2020-07-09,3,outdoor,Rock,"Blues
Funk
Metal
Rock
Other",Thuringia,"Alperstedter See, Erfurt- Stotternheim Alperstedter Straße Erfurt- Stotternheim, DE 99195",2500,,
Feel Festival,2020-07-09,5,outdoor,Mixed,"Dance
Electro
Art&culture
Other",Brandenburg,"Bergheider See Bergheider Straße Lichterfeld, DE 03238",,,
Damned Days,2020-07-10,3,indoor,Metal,"Reading
Metal",Saxony-Anhalt,"Motorranch Barleben Buschweg2 Barleben, DE 39179",800,0.0,0.0
poolbar Festival,2020-07-10,38,indoor,Mixed,"Blues
Comedy
Dance
Electro
Movie
Folk
Funk
Hip-Hop
Jazz
Art&culture
Reading
Metal
Pop
Punk
Reggae
Rock",Austria,"Altes Hallenbad Reichenfeldgasse10 Feldkirch, AT 6800",25000,,
Metal Underground Resistance Festival,2020-07-10,3,outdoor,Metal,Metal,Thuringia,"Gebörne Garsitz Garsitz, DE 07426",,,
Country-und Truckerfest Friedersdorf,2020-07-10,3,outdoor,Country,"Country
Rock",Brandenburg,"Reitplatz Friedersdorf Fürstenwalder Strasse Friedersdorf, DE 15754",2500,35.0,87500.0
Sommeram Kiez Festival,2020-07-10,37,outdoor,Conventions,"Germanrock
Medieval
Punk
Rock",Bavaria,"Helmut- Haller- Platz Branderstraße1 Augsburg( Augsburg, Germany), DE 86154",10000,300.0,3000000.0
Kulturfestival Schleswig- Holstein,2020-07-10,113,unknown,Mixed,"Blues
Comedy
Country
Dance
Electro
Folk
Hardcore(Electro)
Jazz
Classicalmusic
Art&culture
Reading
Pop
Rock
Schlagermusic
Other",Schleswig-Holstein,"Düsternbrooker Weg104 Kiel, DE 24015",,0.0,
Apes Enraged Open Air,2020-07-11,1,outdoor,Metal,Metal,Hamburg,"Beiden Tipsy Apes Am Radeland25a Hamburg, DE 21079",500,15.0,7500.0
Fest Evil Manrode,2020-07-11,1,outdoor,Metal,"Crossover
Germanrock
Gothic
Hardcore(Metal)
Metal
Medieval
Punk
Rock",Northrhine-Westphalia,"Sportplatz Manrode Pfingstanger16 Manrode, DE 34434",500,,
Obscene Extreme Festival,2020-07-15,5,outdoor,Metal,"Metal
Rock",CzechRepublic,"Schlachtfeld Trautenau( Battlefield) Královedvorskáulice Trutnov, CZ 54101",5000,,
Gurtenfestival,2020-07-15,4,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Switzerland,"Gurten Wabern- Bern, CH 3084",78000,,
Dour Festival,2020-07-15,5,outdoor,Mixed,"Electro
Hip-Hop
Metal
Rock",Belgium,"Rued' Elouges Dour, BE 7370",235000,,
Breminale,2020-07-15,5,outdoor,Art&cultureFestivals,"Electro
Art&culture
Pop
Rock",Bremen,"Osterdeichwiesen Oberweserstraße Bremen, DE 28203",200000,0.0,0.0
Kurzfilmfestivalshortsatmoonlight,2020-07-15,48,unknown,Movie,Movie,Hesse,"Wegen Coronanuronline Hofheim, DE 65719",,20.0,
Deichbrand Festival,2020-07-16,4,outdoor,Mixed,"Germanrock
Electro
Hip-Hop
Metal
Pop
Punk
Rock",LowerSaxony,"Seeflughafen Cuxhaven Walter- Carstens- Straße1 Wurster Nordseeküste, DE 27639",60000,139.0,8340000.0
Bang Your Head Festival,2020-07-16,3,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Messegelände Balingen Ausstellungsgel. Stetten1 Balingen, DE 72336",,119.0,
Rockam Stück Open Air Festival,2020-07-16,3,outdoor,Rock,"Metal
Rock",Hesse,"Festivalgelände"" Am Lohrberg"" Fritzlar- Geismar, DE 34560",1500,89.0,133500.0
Tomorrowland Festival,2020-07-17,3,outdoor,Electronicmusic,"Dance
Electro
Trance",Belgium,"Provinciaal Recreatiedomein De Schorre Schommelei1 Boom, BE 2850",50000,,
Rockunterden Eichen,2020-07-17,2,outdoor,Metal,"Germanrock
Hardcore(Metal)
Metal
Medieval
Rock",Saxony-Anhalt,"Unterden Eichen2 Bertingen, DE 39517",,,
Weedbeat Festival,2020-07-17,3,outdoor,Reggae,"Reggae
Ska",LowerSaxony,"Va Z Speicher Ander Zuckerfabrik50 Nordstemmen, DE 31171",3000,,
Melt Festival,2020-07-17,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Saxony-Anhalt,"Ferropolis Ferropolisstraße1 Gräfenhainichen, DE 06773",20000,,
Parookaville Festival,2020-07-17,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Northrhine-Westphalia,"Flughafen Weeze Flughafen- Ring1 Weeze, DE 47652",80000,,
Traffic Jam Open Air,2020-07-17,2,outdoor,Mixed,"Metal
Punk
Rock
Ska",Hesse,"Verkehrsübungsplatz Am Bauhof12 Dieburg, DE 64807",6000,,
Ilosaarirock Festival,2020-07-17,3,outdoor,Rock,"Electro
Rock",Finland,"Linnunlahdentie3 Joensuu, FI 80110",21000,139.0,2919000.0
Chaos Descends Festival,2020-07-17,2,outdoor,Metal,Metal,Thuringia,"Ferienland2 Crispendorf, DE 07924",750,,
Südwinsen Festival,2020-07-17,2,outdoor,Mixed,"Blues
Country
Punk
Reggae
Rock
Ska",LowerSaxony,"Oheweg Winsen, DE 29308",,0.0,
Mahlstrom Open Air,2020-07-17,2,outdoor,Metal,Metal,Rhineland-Palatinate,"Am Herthasee1 Holzappel, DE 56379",,33.0,
Medival Open Air,2020-07-17,2,outdoor,Electronicmusic,Electro,Thuringia,"Festwieseder Brandenburg Gerstungen, DE 99834",1000,40.0,40000.0
O B E N O H N E Open Air,2020-07-18,1,outdoor,Hip-Hop,"Hip-Hop
Rock",Bavaria,"Königsplatz Königsplatz1 München, DE 80333",20000,3.0,60000.0
Latin Airport Festival,2020-07-18,1,outdoor,Latin,"Dance
Latin",Bavaria,"Flughafen Nürnberg Flughafenstraße100,90411 Nürnberg Nürnberg, DE 90411",12500,40.1,501250.0
Highway To Kell Open Air Festival,2020-07-18,1,outdoor,Rock,"Metal
Rock",Rhineland-Palatinate,"Festivalwieseander L143/ Am Herrenmarkt Am Herrenmarkt9 Kellam See, DE 54427",2500,22.0,55000.0
Habitat Festival,2020-07-23,4,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Schleswig-Holstein,"Flugplatz Itzehoe/ Hungriger Wolf Hohenlockstedt, DE 25551",5000,85.0,425000.0
Headbangers Open Air,2020-07-23,3,outdoor,Metal,"Metal
Rock",Schleswig-Holstein,"Brande- Hörnerkirchen, DE 25364",2000,59.0,118000.0
Riez Open Air,2020-07-23,3,outdoor,Rock,"Germanrock
Hardcore(Metal)
Punk
Rock",Rhineland-Palatinate,"Zur Riez1 Bausendorf, DE 54538",1000,35.0,35000.0
Open Air Lumnezia,2020-07-23,3,outdoor,Mixed,"Hip-Hop
Metal
Pop
Rock",Switzerland,"Degen, CH 7145",18000,,
Rock Dein Leben Festival,2020-07-23,3,outdoor,Rock,"Metal
Rock
Schlagermusic",Baden-Württemberg,"Flugplatz Laichingen Im Grübler14 Laichingen, DE 89150",,74.9,
Helene Beach Festival,2020-07-23,4,outdoor,Mixed,"Electro
Hip-Hop
Pop
Trance",Brandenburg,"Helene- See5 Frankfurt Oder, DE 15236",25000,,
Open Beatz Festival,2020-07-23,4,outdoor,Electronicmusic,"Electro
Hardcore(Electro)
House",Bavaria,"Puschendorfer Straße2 Herzogenaurach, DE 91074",25000,89.0,2225000.0
Tomorrowland Festival,2020-07-24,3,outdoor,Electronicmusic,"Dance
Electro
Trance",Belgium,"Provinciaal Recreatiedomein De Schorre Schommelei1 Boom, BE 2850",50000,,
Badenin Blut Open Air,2020-07-24,2,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Basler Str.45 Weilam Rhein, DE 79576",,68.0,
Juicy Beats Festival,2020-07-24,2,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Northrhine-Westphalia,"Westfalenpark Ander Buschmühle3 Dortmund, DE 44139",52000,,
Trebur Open Air,2020-07-24,3,outdoor,Mixed,"Electro
Hip-Hop
Punk
Rock",Hesse,"Nebendem Treburer Freibad Astheimer Straße88 Trebur, DE 65468",4000,,
Schlichtenfest Open Air,2020-07-24,3,outdoor,Metal,"Folk
Gothic
Metal",Bavaria,"Guggenberg23 Ottobeuren, DE 87724",1500,36.0,54000.0
Nord Open Air,2020-07-24,2,outdoor,Metal,"Metal
Punk
Rock",Northrhine-Westphalia,"Viehofer Platz Viehoferplatz1 Essen, DE 45127",3500,0.0,0.0
Burning Q Festival,2020-07-24,2,outdoor,Metal,Metal,LowerSaxony,"Festivalgelände Heimelberg16 Osterholz- Scharmbeck, DE 27721",600,,
Riedfest Open Air,2020-07-24,2,outdoor,Metal,"Metal
Rock",Thuringia,"Unterriedmühle Ruhr, DE 98530",,,
Das Fest Karlsruhe,2020-07-24,3,outdoor,Cityfestival,"Electro
Hip-Hop
Pop
Reggae
Rock",Baden-Württemberg,"Günter- Klotz Anlage Karlsruhe, DE 76185",260000,,
Holzrock Open Air,2020-07-24,2,outdoor,Punk,"Crossover
Movie
Art&culture
Reading
Punk
Rock
Ska
Other",Baden-Württemberg,"Sengelenwäldchen Schwarzwaldstraße101 Schopfheim, DE 79650",1000,,
S N N T G Festival,2020-07-24,3,outdoor,Mixed,"Africa
Blues
Electro
Funk
Hip-Hop
House
Jazz
Classicalmusic
Art&culture
Reading
Pop
Reggae",LowerSaxony,"Hannoversches Straßenbahn- Museume. V. Hohenfelser Str.16 Sehnde, DE 31319",3000,,
Amphi Festival,2020-07-25,2,outdoor,Gothic,"Electro
Gothic
Metal
Medieval",Northrhine-Westphalia,"Tanzbrunnen Köln Rheinparkweg1 Köln, DE 50679",12500,87.0,1087500.0
Metaldays Festival,2020-07-26,7,outdoor,Metal,"Metal
Rock",Slovenia,"Tolmin, SI 5216",10000,175.0,1750000.0
Wacken Open Air,2020-07-30,3,outdoor,Metal,"Comedy
Germanrock
Folk
Gothic
Hardcore(Metal)
Reading
Metal
Punk
Rock
Folkmusic",Schleswig-Holstein,"Wacken, DE 25596",75000,221.0,16575000.0
Brass Wiesn Festival,2020-07-30,4,outdoor,Folkmusic,"Hip-Hop
Rock
Ska
Folkmusic",Bavaria,"Freizeitgelände Eching Garchinger Straße Eching, DE 85386",15000,85.0,1275000.0
Nature One,2020-07-30,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Rhineland-Palatinate,"Raketenbasis Pydna/ Kastellaun L225 Hasselbach, DE 56288",60000,99.05,5943000.0
Appletree Garden Festival,2020-07-30,3,outdoor,Rock,"Pop
Rock",LowerSaxony,"Bürgerpark Lüderbusch2 Diepholz, DE 49356",5000,,
Szene Open Air,2020-07-30,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Pop
Punk
Rock",Austria,"Lustenau, AT 6890",21000,103.84,2180640.0
Klangtherapie Festival,2020-07-30,4,outdoor,Electronicmusic,"Dance
Electro
Trance",Bavaria,"Scherleithen Plankenfels, DE 95515",3500,,
Rockenam Brocken Festival,2020-07-30,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Punk
Rock",Saxony-Anhalt,"Elend, DE 38875",6000,80.0,480000.0
Punk Oi Rama Open Air,2020-07-30,3,outdoor,Punk,"Punk
Rock",Brandenburg,"Buckwitzhofbei Spremberg Klein Buckow1 Spremberg, DE 03130",,,
Elbenwald Festival,2020-07-31,3,outdoor,Conventions,"Folk
Gothic
Hardcore(Metal)
Classicalmusic
Metal",Brandenburg,"Spreeauenpark Kiekebuscher Allee3 Cottbus, DE 03042",15000,59.0,885000.0
Fährmannsfest,2020-07-31,3,outdoor,Mixed,"Blues
Folk
Hip-Hop
Jazz
Pop
Punk
Reggae
Rock",LowerSaxony,"Faustwiese Zur Bettfedernfabrik3 Hannover, DE 30451",10000,43.75,437500.0
Watten Schlick Festival,2020-07-31,2,outdoor,Mixed,"Hip-Hop
Pop
Punk
Rock",LowerSaxony,"Kurhaus Dangast Strand Ander Rennweide46 Varel, DE 26316",6000,59.0,354000.0
Afdreiht& Buten Festival,2020-07-31,2,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",LowerSaxony,"Fasanenkamp2 Goldenstedt, DE 49424",2000,,
Resist To Exist Festival,2020-07-31,3,outdoor,Punk,"Hardcore(Metal)
Punk
Rock
Ska",Brandenburg,"Oranienburger Weg Kremmen, DE 16766",2750,55.0,151250.0
Rockof Ages Festival,2020-07-31,3,outdoor,Rock,"Metal
Rock",Baden-Württemberg,"Rottenburgam Neckar, DE 72108",12000,119.0,1428000.0
Gößnitz Open Air,2020-07-31,3,outdoor,Rock,"Metal
Punk
Rock",Thuringia,"Gößnitz Open Air Gelände Gößnitz, DE 04639",2000,,
Sticky Fingers Festival,2020-07-31,2,outdoor,Rock,"Punk
Rock
Rockabilly",Bavaria,"Weidersberg Marktredwitz, DE 95615",,,
Gut Sandbeck Open Air,2020-07-31,2,outdoor,Rock,"Blues
Rock",LowerSaxony,"Gut Sandbeck Sandbeckstr. Osterholz- Scharmbeck, DE 27711",,20.0,
Soundofthe Forest Festival,2020-07-31,3,outdoor,Mixed,"Electro
Funk
Pop
Reggae
Rock
Other",Hesse,"Marbach- Stausee Mossautal, DE 64756",5000,79.0,395000.0
Altheimer Open Air,2020-07-31,2,outdoor,Mixed,"Hip-Hop
Pop
Rock",Baden-Württemberg,"Altheimer Open- Air Gelände Vogelsangweg Altheim, DE 88499",,29.0,
Detect Classic Festival,2020-07-31,3,outdoor,Classicalmusic,"Electro
Classicalmusic
Other",Mecklenburg-Western-Pomerania,"RW N- Gelände Nemerower Straße4 Neubrandenburg, DE 17033",,60.0,
Eiertanz Festival,2020-07-31,3,outdoor,Mixed,"Dance
Electro
Goa
Hardcore(Electro)
Hip-Hop
House
Irish
Art&culture
Reading
Metal
Pop
Punk
Reggae
Rock
Ska
Other
Trance",Saarland,"Bo Bs Freiland Herrenwald2 Namborn, DE 66640",,30.0,
Sim Sala Boom Festival,2020-07-31,3,outdoor,Electronicmusic,"Electro
Goa
Art&culture
Other",Mecklenburg-Western-Pomerania,"Menkendorf, DE 19294",,92.5,
Ferdinands Feld Festival,2020-08-01,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",LowerSaxony,"Flugplatz Rotenburg( Wümme) Zum Flugpl.44 Rotenburg( Wümme), DE 27356",15000,29.9,448500.0
Soundart Festival,2020-08-01,1,outdoor,Electronicmusic,Electro,Hesse,"Schlosspark Kranichstein Kranichsteiner Straße261 Darmstadt, DE 64289",,,
Dorfof Tomorrow Festival,2020-08-01,1,outdoor,Electronicmusic,"Dance
Electro
Goa
Hardcore(Electro)
House
Other
Trance",Baden-Württemberg,"Hergbstbachtalarena, Möckmühl- Korb Raiffeisenweg10 Möckmühl- Korb, DE 74219",1000,12.0,12000.0
B U N G A L O U Festival,2020-08-01,1,outdoor,Mixed,"Electro
Hip-Hop
Metal
Pop
Punk
Rock
Other",Bavaria,"Volksfestplatz Lechuferstraße2 Schongau, DE 86956",1000,28.0,28000.0
Sabaton Open Air,2020-08-05,4,outdoor,Metal,"Metal
Rock",Sweden,"Falun, SE 79130",8000,,
Szigit Festival,2020-08-05,7,outdoor,Mixed,"Electro
Pop
Punk
Rock",Hungary,"Óbuda Insel Hajogyari Sziget Budapest, HU 1138",400000,,
